id,title,description,name,currency,isPublic,shouldSynchronize,price,taxPercent,total,stripeProductId,stripePriceId,createdAt,updatedAt,deletedAt,startPrice,startTotal,stripeStartPriceId,taxId,project,interval,intervalCount,productId,type
98,CP+ Subscription monthly,CP+ Subscription Monthly Plan,upplus_monthly_24_99,USD,t,t,20.85,20.00,24.99,prod_SRULeQv41xZwlk,price_1RWbMwQFjuwkEDFbS0mvdyfX,2025-04-15 06:05:07.288273,2025-12-03 13:42:55.374007,,20.85,24.99,price_1RWbMwQFjuwkEDFbS0mvdyfX,9,controlplus,month,1,,main
99,CP+ Subscription monthly,CP+ Subscription Monthly Plan,upplus_monthly_19_99,USD,t,t,16.66,20.00,19.99,prod_SRULabap51TuCY,price_1RWbMvQFjuwkEDFbTTBGNgKh,2025-04-15 06:05:07.454239,2025-12-03 13:42:55.491757,,16.66,19.99,price_1RWbMvQFjuwkEDFbTTBGNgKh,9,controlplus,month,1,,main
100,CP+ Subscription quarterly,CP+ Subscription Quarterly Plan,upplus_quarterly_49_99,USD,t,t,50.19,20.00,60.23,prod_SRULUcQqIMKxLG,price_1RWbMtQFjuwkEDFbvOij2sr3,2025-04-15 06:05:07.614352,2025-12-03 13:42:55.575092,,50.19,60.23,price_1RWbMtQFjuwkEDFbvOij2sr3,9,controlplus,month,3,,main
101,CP+ Subscription half-year,CP+ Subscription Half-year Plan,upplus_halfyear_64_99,USD,t,t,100.29,20.00,120.35,prod_SRUL9NXNSac1za,price_1RWbMrQFjuwkEDFb6SqTzrjV,2025-04-15 06:05:07.780383,2025-12-03 13:42:55.7736,,100.29,120.35,price_1RWbMrQFjuwkEDFb6SqTzrjV,9,controlplus,month,6,,main
102,CP+ Subscription quarterly,CP+ Subscription Quarterly Plan,upplus_quarterly_39_99,USD,t,t,62.88,20.00,75.45,prod_SRULVm2GrIClLp,price_1RWbMqQFjuwkEDFbsKmnxO8f,2025-04-15 09:14:14.694882,2025-12-03 13:42:55.672741,,62.88,75.45,price_1RWbMqQFjuwkEDFbsKmnxO8f,9,controlplus,month,3,,main
103,CP+ Subscription half-year,CP+ Subscription Half-year Plan,upplus_halfyear_49_99,USD,t,t,126.23,20.00,151.48,prod_SRULLpmCbIEfF6,price_1RWbMoQFjuwkEDFbDUs3c2Bb,2025-04-15 09:14:14.941819,2025-12-03 13:42:55.872355,,126.23,151.48,price_1RWbMoQFjuwkEDFbDUs3c2Bb,9,controlplus,month,6,,main
104,CP+ Subscription quarterly,CP+ Subscription Quarterly Plan,upplus_quarterly_39_99_without_coupon,USD,t,t,33.33,20.00,39.99,prod_SRULIAZjsaDEPm,price_1RWbMnQFjuwkEDFbdMPizgm5,2025-04-25 15:01:33.572258,2025-12-03 13:42:55.69253,,33.33,39.99,price_1RWbMnQFjuwkEDFbdMPizgm5,9,controlplus,month,3,,main
105,CP+ Subscription year W2W,CP+ Subscription Year W2W Plan,upplus_year_web2wave_99_99,USD,t,t,83.33,20.00,99.99,prod_SRUL6zt40o1bXh,price_1RWbMlQFjuwkEDFbr32KTMDh,2025-05-16 09:45:16.719774,2025-12-03 13:42:55.971944,,83.33,99.99,price_1RWbMlQFjuwkEDFbr32KTMDh,9,controlplus,year,1,,main
106,CP+ Subscription weekly W2W,CP+ Subscription Weekly W2W,upplus_weekly_web2wave_9_99,USD,t,t,8.33,20.00,9.99,prod_SRULSZ9e1imTAU,price_1RWbMkQFjuwkEDFbjhoZGdjH,2025-05-16 09:45:16.882476,2025-12-03 13:42:56.072317,,8.33,9.99,price_1RWbMkQFjuwkEDFbjhoZGdjH,9,controlplus,week,1,,main
107,CP+ Subscription half-year W2W,CP+ Subscription Half-year W2W Plan,upplus_halfyear_web2wave_64_99,USD,t,t,54.15,20.00,64.99,prod_SRUL23IHDc2kfe,price_1RWbMiQFjuwkEDFbaicE7k9c,2025-06-05 10:44:57.4966,2025-12-03 13:42:56.272361,,54.15,64.99,price_1RWbMiQFjuwkEDFbaicE7k9c,9,controlplus,month,6,,main
108,CP+ Subscription quarterly W2W,CP+ Subscription Quarterly W2W,upplus_quarterly_web2wave_49_99,USD,t,t,41.65,20.00,49.99,prod_SRULxQ4mdI5byy,price_1RWbMhQFjuwkEDFbkTGKGLYF,2025-06-05 10:44:57.661489,2025-12-03 13:42:56.571508,,41.65,49.99,price_1RWbMhQFjuwkEDFbkTGKGLYF,9,controlplus,month,3,,main
109,CP+ Subscription weekly W2W,,cp+_subscription_weekly_w2w_price_1RdmN8QFjuwkEDFbFAMtKtZw,USD,f,f,49.99,0.00,49.99,prod_SYuBQqcpgrxrdo,price_1RdmN8QFjuwkEDFbFAMtKtZw,2025-07-04 08:12:07.607378,2025-07-04 08:12:07.607378,,49.99,49.99,price_1RdmN8QFjuwkEDFbFAMtKtZw,,controlplus,month,3,,main
110,CP+ Subscription weekly W2W,CP+ Subscription Weekly W2W,upplus_weekly_web2wave_6_99,USD,t,t,6.66,20.00,7.99,prod_SgNwKKOZxln4Q4,price_1Rl1AjQFjuwkEDFbRGPWUQmb,2025-07-15 05:12:09.616056,2025-12-03 13:42:56.674006,,6.66,7.99,price_1Rl1AjQFjuwkEDFbRGPWUQmb,9,controlplus,week,1,,main
111,Test Google Pay,Test Google Pay,test-monthly,USD,t,f,49.99,0.00,49.99,,,2025-07-17 14:00:42.906029,2025-07-17 14:00:42.906029,,49.99,49.99,,,controlplus,month,1,,main
112,CP+ Subscription monthly,,cp+_subscription_monthly_price_1RdmMyQFjuwkEDFbOd6rZFxp,USD,f,f,9.99,0.00,9.99,prod_SYuB4AYCJYuVy4,price_1RdmMyQFjuwkEDFbOd6rZFxp,2025-07-23 09:55:07.490218,2025-07-23 09:55:07.490218,,9.99,9.99,price_1RdmMyQFjuwkEDFbOd6rZFxp,,controlplus,month,1,,main
113,CP+ Subscription half-year Apple,CP+ Subscription half-year Apple,6_months_49.99,USD,t,f,49.99,0.00,49.99,,,2025-08-15 12:37:21.9153,2025-08-15 12:37:21.9153,,49.99,49.99,,9,controlplus,month,6,,main
114,CP+ Subscription quarterly Apple,CP+ Subscription quarterly Apple,3_months_34.99,USD,t,f,34.99,0.00,34.99,,,2025-08-15 12:37:21.9153,2025-08-15 12:37:21.9153,,34.99,34.99,,9,controlplus,month,3,,main
115,CP+ Subscription monthly Apple,CP+ Subscription monthly Apple,1_month_14.99,USD,t,f,14.99,0.00,14.99,,,2025-08-15 12:37:21.9153,2025-08-15 12:37:21.9153,,14.99,14.99,,9,controlplus,month,1,,main
116,CP+ Subscription quarterly Apple,CP+ Subscription quarterly Apple,3_months_3999,USD,t,f,39.99,0.00,39.99,,,2025-08-20 06:01:06.466745,2025-08-20 06:01:06.466745,,39.99,39.99,,9,controlplus,month,3,,main
117,CP+ Subscription half-year Apple,CP+ Subscription half-year Apple,6_months_6499,USD,t,f,64.99,0.00,64.99,,,2025-08-20 06:01:06.466745,2025-08-20 06:01:06.466745,,64.99,64.99,,,controlplus,month,6,,main
118,CP+ Subscription Apple Year,CP+ Subscription Apple Year,1_year_price,USD,t,f,99.99,0.00,99.99,,,2025-08-20 06:01:06.466745,2025-08-20 06:01:06.466745,,99.99,99.99,,,controlplus,year,1,,main
119,CP+ Subscription monthly special,CP+ Subscription monthly special,upplus_monthly_special_7_99,USD,t,t,6.66,20.00,7.99,prod_T1pnxFE3hR9pSU,price_1S5m8MQFjuwkEDFbLBzdgDMp,2025-09-10 11:18:53.928255,2025-12-03 13:42:56.678941,,6.66,7.99,price_1S5m8MQFjuwkEDFbLBzdgDMp,9,controlplus,month,1,,main
120,Google Control+ Full Protection,Google Control+ Full Protection,dev-android-12-months,USD,t,f,99.99,0.00,99.99,,,2025-09-18 05:18:08.366633,2025-09-18 05:18:08.366633,,99.99,99.99,,,controlplus,year,1,dev_price_android,main
121,Google Control+ Full Protection,Google Control+ Full Protection,dev-android-3-months,USD,t,f,39.99,0.00,39.99,,,2025-09-18 05:18:08.366633,2025-09-18 05:18:08.366633,,39.99,39.99,,,controlplus,month,3,dev_price_android,main
122,Google Control+ Full Protection,Google Control+ Full Protection,dev-android-6-months,USD,t,f,64.99,0.00,64.99,,,2025-09-18 05:18:08.366633,2025-09-18 05:18:08.366633,,64.99,64.99,,,controlplus,month,6,dev_price_android,main
123,CP+ Subscription half-year,CP+ Subscription Half-year Plan,upplus_halfyear_64_99_without_coupon,USD,t,t,54.15,20.00,64.99,prod_T4jpR3D4qXZ6F3,price_1S8aLnQFjuwkEDFbcWGKvnpB,2025-09-18 05:25:26.318187,2025-09-18 05:25:48.293981,,54.15,64.99,price_1S8aLnQFjuwkEDFbcWGKvnpB,9,controlplus,month,6,,main
124,CP+ Subscription daily W2W,CP+ Subscription Daily W2W,upplus_daily_web2wave,USD,t,f,5.00,20.00,5.00,prod_TyJxvFYCvSr9RO,price_1T0NJsQFjuwkEDFbUSwJpDKj,2025-07-15 05:12:09.616056,2025-09-18 05:25:26.145765,,5.00,5.00,,9,controlplus,day,1,,main
125,CP+ Subscription year W2W(Primer),CP+ Subscription year W2W(Primer),upplus_year_web2wave_49.99,USD,t,f,41.65,20.00,49.99,,,2025-11-17 10:34:44.00242,2025-12-03 13:42:56.792278,,41.65,49.99,,9,controlplus,year,1,,main
126,CP+ Subscription year W2W(Primer),CP+ Subscription year W2W(Primer),upplus_year_web2wave_99.99,USD,t,f,83.33,20.00,99.99,,,2025-11-17 10:34:44.102767,2025-12-03 13:42:57.272623,,83.33,99.99,,9,controlplus,year,1,,main
127,CP+ Subscription 3 Months W2W(Primer),CP+ Subscription 3 Months W2W(Primer),upplus_quarterly_web2wave_39.99,USD,t,f,33.33,20.00,39.99,,,2025-11-17 10:34:44.116139,2025-12-03 13:42:57.373709,,33.33,39.99,,9,controlplus,month,3,,main
128,CP+ Subscription 3 Months W2W(Primer),CP+ Subscription 3 Months W2W(Primer),upplus_monthly_web2wave_14.99,USD,t,f,12.49,20.00,14.99,,,2025-11-17 10:34:44.204303,2025-12-03 13:42:57.394721,,12.49,14.99,,9,controlplus,month,1,,main
129,Recurly Test 1 Month,Recurly Test 1 Month,cpd-month,EUR,t,f,14.99,0.00,14.99,,,2025-11-20 14:07:34.963825,2025-11-20 14:07:34.963825,,14.99,14.99,,,controlplus,,1,,main
131,FranceVerif+ Montly Plus Base,FranceVerif+ Montly Plus Base,base-fvplus-android-test-m,EUR,t,f,8.33,20.00,9.99,,,2024-12-12 11:16:15.001138,2024-12-12 11:16:15.001138,,8.33,9.99,,3,franceverif,month,1,fvplus_android_test_m,main
132,FranceVerif+ Year Plus Base,FranceVerif+ Year Plus Base,base-fvplus-android-sub-y-1,EUR,t,f,49.99,0.00,49.99,,,2026-01-07 10:49:14.306277,2026-01-07 10:49:14.306277,,49.99,49.99,,,franceverif,year,1,fvplus_android_sub_y_1,main
133,FranceVerif+ Month Plus Base,FranceVerif+ Month Plus Base,base-fvplus-apple-m-1,EUR,t,f,9.99,0.00,9.99,,,2026-01-07 13:28:06.056371,2026-01-07 13:28:06.056371,,9.99,9.99,,,franceverif,month,1,fvplus_android_m_1,main
134,CP+ Subscription year SolidGate,CP+ Subscription year SolidGate,1_year_solidgate_1.00,USD,t,f,1.00,0.00,1.00,,,2026-01-12 08:59:58.052342,2026-01-12 08:59:58.052342,,1.00,1.00,,,controlplus,year,1,,main
135,CP+ Subscription week SolidGate + trial,CP+ Subscription week SolidGate + trial,17_week_trila_test,USD,t,f,10.00,0.00,10.00,,,2026-01-12 08:59:58.052342,2026-01-12 08:59:58.052342,,10.00,10.00,,,controlplus,week,17,,main
